vinregex,year,makemodel,vinchar1,vinchar2,vinchar3,vinchar4,vinchar5,vinchar6,vinchar7,vinchar8,vinchar9,vinchar10,vinchar11,vinchar12,vinchar13,vinchar14,vinchar15,vinchar16,vinchar17,make,model
5N1AN0NU7AC510598,2010,NISSAN XTERRA X,5,23,1,10,23,0,23,30,7,10,12,5,1,0,5,9,8,NISSAN,XTERRA
3CZRM3H35FG703992,2015,HONDA CRV LX,3,12,35,27,22,3,17,3,5,15,16,7,0,3,9,9,2,HONDA,CRV
1GKS2CKJ8KR213145,2019,GMC YUKON DENALI,1,16,20,28,2,12,20,19,8,20,27,2,1,3,1,4,5,GMC,YUKON
5NPD84LF3KH418432,2019,HYUNDAI ELANTRA SEL,5,23,25,13,8,4,21,15,3,20,17,4,1,8,4,3,2,HYUNDAI,ELANTRA
1C4BJWDG1GL262800,2016,JEEP WRANGLER UNLIMITED SPORT,1,12,4,11,19,32,13,16,1,16,21,2,6,2,8,0,0,JEEP,WRANGLER
KMHTH6AB8KU014602,2019,HYUNDAI VELOSTER TURBO ULTIMATE,20,22,17,29,17,6,10,11,8,20,30,0,1,4,6,0,2,HYUNDAI,VELOSTER
5FNYF6H02HB077295,2017,HONDA PILOT ELITE,5,15,23,34,15,6,17,0,2,17,11,0,7,7,2,9,5,HONDA,PILOT
5XYZUDLBXDG051201,2013,HYUNDAI SANTA FE SPORT,5,33,34,35,30,13,21,11,33,13,16,0,5,1,2,0,1,HYUNDAI,SANTA
3KPC24A35KE058137,2019,HYUNDAI ACCENT SEL,3,20,25,12,2,4,10,3,5,20,14,0,5,8,1,3,7,HYUNDAI,ACCENT
2GNAXLEX4K6156079,2019,CHEVROLET EQUINOX LT,2,16,23,10,33,21,14,33,4,20,6,1,5,6,0,7,9,CHEVROLET,EQUINOX
1C6SRFBTXKN719214,2019,RAM 1500 BIG HORN,1,12,6,28,27,15,11,29,33,20,23,7,1,9,2,1,4,RAM,1500
WDD2J5KB8KA011042,2019,MERCEDESBENZ CLS 450 BASE,32,13,13,2,19,5,20,11,8,20,10,0,1,1,0,4,2,MERCEDESBENZ,CLS
2C3CDZAG8KH557615,2019,DODGE CHALLENGER SXT,2,12,3,12,13,35,10,16,8,20,17,5,5,7,6,1,5,DODGE,CHALLENGER
KM8K22AA5KU212423,2019,HYUNDAI KONA SEL,20,22,8,20,2,2,10,10,5,20,30,2,1,2,4,2,3,HYUNDAI,KONA
3VWC57BU7KM051869,2019,VOLKSWAGEN JETTA 14T S,3,31,32,12,5,7,11,30,7,20,22,0,5,1,8,6,9,VOLKSWAGEN,JETTA
3VV1B7AX1KM009116,2019,VOLKSWAGEN TIGUAN 20T S,3,31,31,1,11,7,10,33,1,20,22,0,0,9,1,1,6,VOLKSWAGEN,TIGUAN
5N1AZ2MG5JN197129,2018,NISSAN MURANO S,5,23,1,10,35,2,22,16,5,19,23,1,9,7,1,2,9,NISSAN,MURANO
4S3BNAF69K3012788,2019,SUBARU LEGACY 25I PREMIUM,4,28,3,11,23,10,15,6,9,20,3,0,1,2,7,8,8,SUBARU,LEGACY
JTMBFREV2JJ748096,2018,TOYOTA RAV4 LE,19,29,22,11,15,27,14,31,2,19,19,7,4,8,0,9,6,TOYOTA,RAV4
5J8TC2H33KL017912,2019,ACURA RDX BASE,5,19,8,29,12,2,17,3,3,20,21,0,1,7,9,1,2,ACURA,RDX
2T2BK1BA7DC186190,2013,LEXUS RX 350,2,29,2,11,20,1,11,10,7,13,12,1,8,6,1,9,0,LEXUS,RX
2GKALNEK0H6218675,2017,GMC TERRAIN SLE2,2,16,20,10,21,23,14,20,0,17,6,2,1,8,6,7,5,GMC,TERRAIN
1C4RJFAG4KC579322,2019,JEEP GRAND CHEROKEE ALTITUDE,1,12,4,27,19,15,10,16,4,20,12,5,7,9,3,2,2,JEEP,GRAND
WBAJA9C5XKB389098,2019,BMW 530E IPERFORMANCE,32,11,10,19,10,9,12,5,33,20,11,3,8,9,0,9,8,BMW,530E
1C4PJMLX8KD355652,2019,JEEP CHEROKEE LATITUDE PLUS,1,12,4,25,19,22,21,33,8,20,13,3,5,5,6,5,2,JEEP,CHEROKEE
1GNSKBKC3FR282720,2015,CHEVROLET TAHOE LT,1,16,23,28,20,11,20,12,3,15,27,2,8,2,7,2,0,CHEVROLET,TAHOE
MAJ6S3GL0KC252019,2019,FORD ECOSPORT SE,22,10,19,6,28,3,16,21,0,20,12,2,5,2,0,1,9,FORD,ECOSPORT
5UXCR6C56KLK81038,2019,BMW X5 XDRIVE40I,5,30,33,12,27,6,12,5,6,20,21,20,8,1,0,3,8,BMW,X5
JTEBU5JR8G5324765,2016,TOYOTA 4RUNNER LIMITED,19,29,14,11,30,5,19,27,8,16,5,3,2,4,7,6,5,TOYOTA,4RUNNER
1C6RR6LT7KS529112,2019,RAM 1500 LONE STAR,1,12,6,27,27,6,21,29,7,20,28,5,2,9,1,1,2,RAM,1500
3C4NJDBB3JT161195,2018,JEEP COMPASS LATITUDE,3,12,4,23,19,13,11,11,3,19,29,1,6,1,1,9,5,JEEP,COMPASS
3C6TRVAG1HE508600,2017,RAM PROMASTER 1500 LOW ROOF,3,12,6,29,27,31,10,16,1,17,14,5,0,8,6,0,0,RAM,PROMASTER
3GCUKSEC7JG605821,2018,CHEVROLET SILVERADO 1500 LTZ,3,16,12,30,20,28,14,12,7,19,16,6,0,5,8,2,1,CHEVROLET,SILVERADO
2T2BZMCA4KC173261,2019,LEXUS RX 350 BASE,2,29,2,11,35,22,12,10,4,20,12,1,7,3,2,6,1,LEXUS,RX
WP0AB2A73JL136855,2018,PORSCHE PANAMERA 4S,32,25,0,10,11,2,10,7,3,19,21,1,3,6,8,5,5,PORSCHE,PANAMERA
JTHBK1GGXG2215278,2016,LEXUS ES 350 BASE,19,29,17,11,20,1,16,16,33,16,2,2,1,5,2,7,8,LEXUS,ES
5XYPGDA36HG188586,2017,KIA SORENTO LX,5,33,34,25,16,13,10,3,6,17,16,1,8,8,5,8,6,KIA,SORENTO
4T1BF1FK2GU585071,2016,TOYOTA CAMRY XLE,4,29,1,11,15,1,15,20,2,16,30,5,8,5,0,7,1,TOYOTA,CAMRY
1FTEW1E50JFE77637,2018,FORD F150 XLT,1,15,29,14,32,1,14,5,0,19,15,14,7,7,6,3,7,FORD,F150
JM3KFBCM4J0471059,2018,MAZDA CX5 TOURING,19,22,3,20,15,11,12,22,4,19,0,4,7,1,0,5,9,MAZDA,CX5
3VWRW3AL5AM003066,2010,VOLKSWAGEN NEW BEETLE 25L,3,31,32,27,32,3,10,21,5,10,22,0,0,3,0,6,6,VOLKSWAGEN,NEW
JN8AZ2NE2J9192341,2018,INFINITI QX80 BASE,19,23,8,10,35,2,23,14,2,19,9,1,9,2,3,4,1,INFINITI,QX80
1HGCP3F86CA013598,2012,HONDA ACCORD EXL,1,17,16,12,25,3,15,8,6,12,10,0,1,3,5,9,8,HONDA,ACCORD
3VV3B7AX4JM016259,2018,VOLKSWAGEN TIGUAN 20T SEL,3,31,31,3,11,7,10,33,4,19,22,0,1,6,2,5,9,VOLKSWAGEN,TIGUAN
1GKKRTKD3GJ100375,2016,GMC ACADIA DENALI,1,16,20,20,27,29,20,13,3,16,19,1,0,0,3,7,5,GMC,ACADIA
JF2SKAGCXKH421867,2019,SUBARU FORESTER 25I TOURING,19,15,2,28,20,10,16,12,33,20,17,4,2,1,8,6,7,SUBARU,FORESTER
MAJ3S2GE0KC252018,2019,FORD ECOSPORT SE,22,10,19,3,28,2,16,14,0,20,12,2,5,2,0,1,8,FORD,ECOSPORT
4T1BF1FK1HU390824,2017,TOYOTA CAMRY SE,4,29,1,11,15,1,15,20,1,17,30,3,9,0,8,2,4,TOYOTA,CAMRY
WBXHT3C39J5L33905,2018,BMW X1 XDRIVE28I,32,11,33,17,29,3,12,3,9,19,5,21,3,3,9,0,5,BMW,X1
3GKALTEV6KL211568,2019,GMC TERRAIN SLE,3,16,20,10,21,29,14,31,6,20,21,2,1,1,5,6,8,GMC,TERRAIN
1FT8W3BT4KED28361,2019,FORD F350 XL,1,15,29,8,32,3,11,29,4,20,14,13,2,8,3,6,1,FORD,F350
SHHFK7H60KU200496,2019,HONDA CIVIC EX,28,17,17,15,20,7,17,6,0,20,30,2,0,0,4,9,6,HONDA,CIVIC
1N6BD0CTXKN703479,2019,NISSAN FRONTIER S,1,23,6,11,13,0,12,29,33,20,23,7,0,3,4,7,9,NISSAN,FRONTIER
JF2SJABC1HH457837,2017,SUBARU FORESTER 25I,19,15,2,28,19,10,11,12,1,17,17,4,5,7,8,3,7,SUBARU,FORESTER
2G1FG1E39D9168884,2013,CHEVROLET CAMARO 2LT,2,16,1,15,16,1,14,3,9,13,9,1,6,8,8,8,4,CHEVROLET,CAMARO
1VWAT7A30EC037324,2014,VOLKSWAGEN PASSAT 18T WOLFSBURG EDITION,1,31,32,10,29,7,10,3,0,14,12,0,3,7,3,2,4,VOLKSWAGEN,PASSAT
1C6SRFFT8KN719223,2019,RAM 1500 BIG HORN,1,12,6,28,27,15,15,29,8,20,23,7,1,9,2,2,3,RAM,1500
JTNKHMBX8K1028592,2019,TOYOTA CHR,19,29,23,20,17,22,11,33,8,20,1,0,2,8,5,9,2,TOYOTA,CHR
1GTG6EEN2K1157511,2019,GMC CANYON DENALI,1,16,29,16,6,14,14,23,2,20,1,1,5,7,5,1,1,GMC,CANYON
3GCPCREC2JG562198,2018,CHEVROLET SILVERADO 1500 1LT,3,16,12,25,12,27,14,12,2,19,16,5,6,2,1,9,8,CHEVROLET,SILVERADO
5NPE34AF8FH248337,2015,HYUNDAI SONATA LIMITED,5,23,25,14,3,4,10,15,8,15,17,2,4,8,3,3,7,HYUNDAI,SONATA
4T1BF1FK3HU268028,2017,TOYOTA CAMRY,4,29,1,11,15,1,15,20,3,17,30,2,6,8,0,2,8,TOYOTA,CAMRY
KM8J33AL5KU847075,2019,HYUNDAI TUCSON SE,20,22,8,19,3,3,10,21,5,20,30,8,4,7,0,7,5,HYUNDAI,TUCSON
3C4PDDBG1HT618043,2017,DODGE JOURNEY SXT,3,12,4,25,13,13,11,16,1,17,29,6,1,8,0,4,3,DODGE,JOURNEY
2T3YFREVXJW501744,2018,TOYOTA RAV4 LIMITED,2,29,3,34,15,27,14,31,33,19,32,5,0,1,7,4,4,TOYOTA,RAV4
SALWR2VF8FA629249,2015,LANDROVER RANGE ROVER SPORT SUPERCHARGED HSE,28,10,21,32,27,2,31,15,8,15,10,6,2,9,2,4,9,LANDROVER,RANGE
1FTEW1E48KFA18798,2019,FORD F150 LARIAT,1,15,29,14,32,1,14,4,8,20,15,10,1,8,7,9,8,FORD,F150
2GNALBEKXF1163115,2015,CHEVROLET EQUINOX 1LT,2,16,23,10,21,11,14,20,33,15,1,1,6,3,1,1,5,CHEVROLET,EQUINOX
5YFBURHE7KP899501,2019,TOYOTA COROLLA SE,5,34,15,11,30,27,17,14,7,20,25,8,9,9,5,0,1,TOYOTA,COROLLA
2LMPJ8LP5KBL17860,2019,LINCOLN NAUTILUS RESERVE,2,21,22,25,19,8,21,25,5,20,11,21,1,7,8,6,0,LINCOLN,NAUTILUS
4JGDF7DE9GA676994,2016,MERCEDESBENZ GL 550,4,19,16,13,15,7,13,14,9,16,10,6,7,6,9,9,4,MERCEDESBENZ,GL
1GYKNERS5JZ226554,2018,CADILLAC XT5 PREMIUM LUXURY,1,16,34,20,23,14,27,28,5,19,35,2,2,6,5,5,4,CADILLAC,XT5
JM3KFBCM1J0471133,2018,MAZDA CX5 TOURING,19,22,3,20,15,11,12,22,1,19,0,4,7,1,1,3,3,MAZDA,CX5
5FPYK3F78KB021886,2019,HONDA RIDGELINE RTLE,5,15,25,34,20,3,15,7,8,20,11,0,2,1,8,8,6,HONDA,RIDGELINE
WDDXJ8FB0GA012078,2016,MERCEDESBENZ S 550 4MATIC,32,13,13,33,19,8,15,11,0,16,10,0,1,2,0,7,8,MERCEDESBENZ,S
WBA8A9C5XJAH14807,2018,BMW 320 I,32,11,10,8,10,9,12,5,33,19,10,17,1,4,8,0,7,BMW,320
1GC1KVEG5GF191083,2016,CHEVROLET SILVERADO 2500 LT,1,16,12,1,20,31,14,16,5,16,15,1,9,1,0,8,3,CHEVROLET,SILVERADO
3GNCJPSB7KL218046,2019,CHEVROLET TRAX LT,3,16,23,12,19,25,28,11,7,20,21,2,1,8,0,4,6,CHEVROLET,TRAX
KL8CD6SA8HC735693,2017,CHEVROLET SPARK 1LT,20,21,8,12,13,6,28,10,8,17,12,7,3,5,6,9,3,CHEVROLET,SPARK
3GNCJPSB9KL213852,2019,CHEVROLET TRAX LT,3,16,23,12,19,25,28,11,9,20,21,2,1,3,8,5,2,CHEVROLET,TRAX
2GNAXUEV4K6111874,2019,CHEVROLET EQUINOX LT,2,16,23,10,33,30,14,31,4,20,6,1,1,1,8,7,4,CHEVROLET,EQUINOX
1VWCT7A3XHC073891,2017,VOLKSWAGEN PASSAT 18T SEL PREMIUM,1,31,32,12,29,7,10,3,33,17,12,0,7,3,8,9,1,VOLKSWAGEN,PASSAT
JM1BN1U7XH1116447,2017,MAZDA MAZDA3 SPORT,19,22,1,11,23,1,30,7,33,17,1,1,1,6,4,4,7,MAZDA,MAZDA3
1GC1KSEY6KF174566,2019,CHEVROLET SILVERADO 2500 LT,1,16,12,1,20,28,14,34,6,20,15,1,7,4,5,6,6,CHEVROLET,SILVERADO
KNMAT2MV7JP511825,2018,NISSAN ROGUE SV,20,23,22,10,29,2,22,31,7,19,25,5,1,1,8,2,5,NISSAN,ROGUE
1GCRYCEFXKZ176633,2019,CHEVROLET SILVERADO 1500 CUSTOM TRAIL BOSS,1,16,12,27,34,12,14,15,33,20,35,1,7,6,6,3,3,CHEVROLET,SILVERADO
4T1BZ1HK8KU023074,2019,TOYOTA CAMRY XSE,4,29,1,11,35,1,17,20,8,20,30,0,2,3,0,7,4,TOYOTA,CAMRY
4JGDA5HB8JB103573,2018,MERCEDESBENZ GLE 350 BASE 4MATIC,4,19,16,13,10,5,17,11,8,19,11,1,0,3,5,7,3,MERCEDESBENZ,GLE
3LN6L5FC3HR657088,2017,LINCOLN MKZ RESERVE,3,21,23,6,21,5,15,12,3,17,27,6,5,7,0,8,8,LINCOLN,MKZ
2T3WFREV1JW515569,2018,TOYOTA RAV4 XLE,2,29,3,32,15,27,14,31,1,19,32,5,1,5,5,6,9,TOYOTA,RAV4
4JGED6EB3KA136591,2019,MERCEDESBENZ AMG GLE 43 COUPE 4MATIC,4,19,16,14,13,6,14,11,3,20,10,1,3,6,5,9,1,MERCEDESBENZ,AMG
1C6SRFFTXKN719224,2019,RAM 1500 BIG HORN,1,12,6,28,27,15,15,29,33,20,23,7,1,9,2,2,4,RAM,1500
4T1B11HKXJU593728,2018,TOYOTA CAMRY SE,4,29,1,11,1,1,17,20,33,19,30,5,9,3,7,2,8,TOYOTA,CAMRY
WDDHF5KB5GB215004,2016,MERCEDESBENZ E 350,32,13,13,17,15,5,20,11,5,16,11,2,1,5,0,0,4,MERCEDESBENZ,E
JM3KE4BY1G0712023,2016,MAZDA CX5 SPORT,19,22,3,20,14,4,11,34,1,16,0,7,1,2,0,2,3,MAZDA,CX5
1HGCV1F14KA003681,2019,HONDA ACCORD LX,1,17,16,12,31,1,15,1,4,20,10,0,0,3,6,8,1,HONDA,ACCORD
5TFSX5EN4KX064428,2019,TOYOTA TACOMA SR,5,29,15,28,33,5,14,23,4,20,33,0,6,4,4,2,8,TOYOTA,TACOMA
1VWBT7A37FC047631,2015,VOLKSWAGEN PASSAT SE,1,31,32,11,29,7,10,3,7,15,12,0,4,7,6,3,1,VOLKSWAGEN,PASSAT
JF2SKAJC9KH422534,2019,SUBARU FORESTER 25I TOURING,19,15,2,28,20,10,19,12,9,20,17,4,2,2,5,3,4,SUBARU,FORESTER
3CZRU6H12KG706584,2019,HONDA HRV SPORT,3,12,35,27,30,6,17,1,2,20,16,7,0,6,5,8,4,HONDA,HRV
WBA4Z1C5XKEE51205,2019,BMW 430 I,32,11,10,4,35,1,12,5,33,20,14,14,5,1,2,0,5,BMW,430
1FTEX1EP4KFA36724,2019,FORD F150 XL,1,15,29,14,33,1,14,25,4,20,15,10,3,6,7,2,4,FORD,F150
SALWG2RV0KA825560,2019,LANDROVER RANGE ROVER SPORT 30L SUPERCHARGED SE,28,10,21,32,16,2,27,31,0,20,10,8,2,5,5,6,0,LANDROVER,RANGE
5NPE24AF7HH504537,2017,HYUNDAI SONATA BASE,5,23,25,14,2,4,10,15,7,17,17,5,0,4,5,3,7,HYUNDAI,SONATA
5UXTR7C55KLF31104,2019,BMW X3 SDRIVE30I,5,30,33,29,27,7,12,5,5,20,21,15,3,1,1,0,4,BMW,X3
JTHBW1GG1G2103568,2016,LEXUS ES 300H BASE,19,29,17,11,32,1,16,16,1,16,2,1,0,3,5,6,8,LEXUS,ES
3GNAXHEV9KS541201,2019,CHEVROLET EQUINOX LS,3,16,23,10,33,17,14,31,9,20,28,5,4,1,2,0,1,CHEVROLET,EQUINOX
3KPC24A38KE056611,2019,HYUNDAI ACCENT SE,3,20,25,12,2,4,10,3,8,20,14,0,5,6,6,1,1,HYUNDAI,ACCENT
JN8AZ18W19W204376,2009,NISSAN MURANO S,19,23,8,10,35,1,8,32,1,9,32,2,0,4,3,7,6,NISSAN,MURANO
1C4HJXEG6KW534358,2019,JEEP WRANGLER SAHARA,1,12,4,17,19,33,14,16,6,20,32,5,3,4,3,5,8,JEEP,WRANGLER
2T3RFREV2JW855164,2018,TOYOTA RAV4 XLE,2,29,3,27,15,27,14,31,2,19,32,8,5,5,1,6,4,TOYOTA,RAV4
5NPEC4AB9BH192402,2011,HYUNDAI SONATA SE,5,23,25,14,12,4,10,11,9,11,17,1,9,2,4,0,2,HYUNDAI,SONATA
4T1B31HKXKU509502,2019,TOYOTA CAMRY LE,4,29,1,11,3,1,17,20,33,20,30,5,0,9,5,0,2,TOYOTA,CAMRY
WVGBV7AX2GW028433,2016,VOLKSWAGEN TIGUAN S,32,31,16,11,31,7,10,33,2,16,32,0,2,8,4,3,3,VOLKSWAGEN,TIGUAN
3MYDLBYV0KY504675,2019,TOYOTA YARIS SEDAN LE,3,22,34,13,21,11,34,31,0,20,34,5,0,4,6,7,5,TOYOTA,YARIS
4T3ZK11A09U016738,2009,TOYOTA VENZA BASE,4,29,3,35,20,1,1,10,0,9,30,0,1,6,7,3,8,TOYOTA,VENZA
1C4HJWEG4HL753761,2017,JEEP WRANGLER UNLIMITED SAHARA,1,12,4,17,19,32,14,16,4,17,21,7,5,3,7,6,1,JEEP,WRANGLER
KL7CJPSB5KB746661,2019,CHEVROLET TRAX LT,20,21,7,12,19,25,28,11,5,20,11,7,4,6,6,6,1,CHEVROLET,TRAX
JTMRFREV4JJ258015,2018,TOYOTA RAV4,19,29,22,27,15,27,14,31,4,19,19,2,5,8,0,1,5,TOYOTA,RAV4
1FADP3J20DL225916,2013,FORD FOCUS TITANIUM,1,15,10,13,25,3,19,2,0,13,21,2,2,5,9,1,6,FORD,FOCUS
WBAJA7C59KWW07772,2019,BMW 530 I XDRIVE,32,11,10,19,10,7,12,5,9,20,32,32,0,7,7,7,2,BMW,530
5TFCZ5AN5KX171153,2019,TOYOTA TACOMA TRD OFF ROAD,5,29,15,12,35,5,10,23,5,20,33,1,7,1,1,5,3,TOYOTA,TACOMA
WDDGF8BB9CR197329,2012,MERCEDESBENZ C 300 4MATIC,32,13,13,16,15,8,11,11,9,12,27,1,9,7,3,2,9,MERCEDESBENZ,C
5XYZUDLB6HG472161,2017,HYUNDAI SANTA FE SPORT 24L,5,33,34,35,30,13,21,11,6,17,16,4,7,2,1,6,1,HYUNDAI,SANTA
1GYS4HKJ7KR194763,2019,CADILLAC ESCALADE ESV LUXURY,1,16,34,28,4,17,20,19,7,20,27,1,9,4,7,6,3,CADILLAC,ESCALADE
1FTEW1EF0HKC65671,2017,FORD F150 XLT,1,15,29,14,32,1,14,15,0,17,20,12,6,5,6,7,1,FORD,F150
5FNYF6H61KB038581,2019,HONDA PILOT TOURING 8PASSENGER,5,15,23,34,15,6,17,6,1,20,11,0,3,8,5,8,1,HONDA,PILOT
WBS8M9C57J5L71639,2018,BMW M3 CS,32,11,28,8,22,9,12,5,7,19,5,21,7,1,6,3,9,BMW,M3
5N1AN0NU9AC519514,2010,NISSAN XTERRA X,5,23,1,10,23,0,23,30,9,10,12,5,1,9,5,1,4,NISSAN,XTERRA
1FA6P0H72G5123499,2016,FORD FUSION SE,1,15,10,6,25,0,17,7,2,16,5,1,2,3,4,9,9,FORD,FUSION
1HGCR2F50HA194666,2017,HONDA ACCORD SPORT,1,17,16,12,27,2,15,5,0,17,10,1,9,4,6,6,6,HONDA,ACCORD
5XYZTDLB2JG546006,2018,HYUNDAI SANTA FE SPORT 24L,5,33,34,35,29,13,21,11,2,19,16,5,4,6,0,0,6,HYUNDAI,SANTA
3C6UR5HJ5JG367157,2018,RAM 2500 TRADESMAN,3,12,6,30,27,5,17,19,5,19,16,3,6,7,1,5,7,RAM,2500
SALWR2RE9KA829021,2019,LANDROVER RANGE ROVER SPORT SUPERCHARGED DYNAMIC,28,10,21,32,27,2,27,14,9,20,10,8,2,9,0,2,1,LANDROVER,RANGE
2FMGK5C8XKBA07963,2019,FORD FLEX SEL,2,15,22,16,20,5,12,8,33,20,11,10,0,7,9,6,3,FORD,FLEX
SALWR2RV2KA825246,2019,LANDROVER RANGE ROVER SPORT 30L SUPERCHARGED SE,28,10,21,32,27,2,27,31,2,20,10,8,2,5,2,4,6,LANDROVER,RANGE
4S4BRBNC1E3205275,2014,SUBARU OUTBACK 25I LIMITED,4,28,4,11,27,11,23,12,1,14,3,2,0,5,2,7,5,SUBARU,OUTBACK
SALYL2EX4KA791683,2019,LANDROVER RANGE ROVER VELAR P250 BASE,28,10,21,34,21,2,14,33,4,20,10,7,9,1,6,8,3,LANDROVER,RANGE
JM3KFBCMXJ0472149,2018,MAZDA CX5 TOURING,19,22,3,20,15,11,12,22,33,19,0,4,7,2,1,4,9,MAZDA,CX5
4T1B11HK9KU698214,2019,TOYOTA CAMRY XLE,4,29,1,11,1,1,17,20,9,20,30,6,9,8,2,1,4,TOYOTA,CAMRY
5TDDY5G18JS163760,2018,TOYOTA SEQUOIA PLATINUM,5,29,13,13,34,5,16,1,8,19,28,1,6,3,7,6,0,TOYOTA,SEQUOIA
KL4CJASBXHB040577,2017,BUICK ENCORE PREFERRED,20,21,4,12,19,10,28,11,33,17,11,0,4,0,5,7,7,BUICK,ENCORE
5NPE24AF1FH180627,2015,HYUNDAI SONATA SE,5,23,25,14,2,4,10,15,1,15,17,1,8,0,6,2,7,HYUNDAI,SONATA
5TDJZ3DC1KS218092,2019,TOYOTA SIENNA LE,5,29,13,19,35,3,13,12,1,20,28,2,1,8,0,9,2,TOYOTA,SIENNA
4T1BZ1FB6KU019821,2019,TOYOTA AVALON XLE,4,29,1,11,35,1,15,11,6,20,30,0,1,9,8,2,1,TOYOTA,AVALON
WMZYV5C54K3F57944,2019,MINI COUNTRYMAN COOPER ALL4,32,22,35,34,31,5,12,5,4,20,3,15,5,7,9,4,4,MINI,COUNTRYMAN
3GTU2NECXJG603501,2018,GMC SIERRA 1500 SLT,3,16,29,30,2,23,14,12,33,19,16,6,0,3,5,0,1,GMC,SIERRA
4T1B11HK2KU702510,2019,TOYOTA CAMRY XLE,4,29,1,11,1,1,17,20,2,20,30,7,0,2,5,1,0,TOYOTA,CAMRY
1C4AJWAG5GL322206,2016,JEEP WRANGLER SPORT,1,12,4,10,19,32,10,16,5,16,21,3,2,2,2,0,6,JEEP,WRANGLER
1C6SRFFT3KN719226,2019,RAM 1500 BIG HORN,1,12,6,28,27,15,15,29,3,20,23,7,1,9,2,2,6,RAM,1500
1G11C5SL9FF332257,2015,CHEVROLET MALIBU 1LT,1,16,1,1,12,5,28,21,9,15,15,3,3,2,2,5,7,CHEVROLET,MALIBU
2T1BURHE8KC185103,2019,TOYOTA COROLLA LE,2,29,1,11,30,27,17,14,8,20,12,1,8,5,1,0,3,TOYOTA,COROLLA
ZACCJABB0JPJ32618,2018,JEEP RENEGADE LATITUDE,35,10,12,12,19,10,11,11,0,19,25,19,3,2,6,1,8,JEEP,RENEGADE
5J8TB4H37GL012007,2016,ACURA RDX BASE,5,19,8,29,11,4,17,3,7,16,21,0,1,2,0,0,7,ACURA,RDX
5TDJZRFH0KS924658,2019,TOYOTA HIGHLANDER XLE,5,29,13,19,35,27,15,17,0,20,28,9,2,4,6,5,8,TOYOTA,HIGHLANDER
JM3TB2CA5D0416677,2013,MAZDA CX9 TOURING,19,22,3,29,11,2,12,10,5,13,0,4,1,6,6,7,7,MAZDA,CX9
JTMRFREV6JJ749086,2018,TOYOTA RAV4 XLE,19,29,22,27,15,27,14,31,6,19,19,7,4,9,0,8,6,TOYOTA,RAV4
3GCUKRECXJG606471,2018,CHEVROLET SILVERADO 1500 1LT,3,16,12,30,20,27,14,12,33,19,16,6,0,6,4,7,1,CHEVROLET,SILVERADO
1FTFX1ETXCFB33123,2012,FORD F150 SUPER CAB,1,15,29,15,33,1,14,29,33,12,15,11,3,3,1,2,3,FORD,F150
2C3CDXJG2FH903541,2015,DODGE CHARGER SXT,2,12,3,12,13,33,19,16,2,15,17,9,0,3,5,4,1,DODGE,CHARGER
WBA7F2C59KB240006,2019,BMW 750 I XDRIVE,32,11,10,7,15,2,12,5,9,20,11,2,4,0,0,0,6,BMW,750
3GTP1NEC0JG580486,2018,GMC SIERRA 1500 SLT,3,16,29,25,1,23,14,12,0,19,16,5,8,0,4,8,6,GMC,SIERRA
5YFBURHE5KP899545,2019,TOYOTA COROLLA SE,5,34,15,11,30,27,17,14,5,20,25,8,9,9,5,4,5,TOYOTA,COROLLA
MAJ6S3JL5KC250100,2019,FORD ECOSPORT SES,22,10,19,6,28,3,19,21,5,20,12,2,5,0,1,0,0,FORD,ECOSPORT
19VDE1F56EE006405,2014,ACURA ILX 20L WPREMIUM PACKAGE,1,9,31,13,14,1,15,5,6,14,14,0,0,6,4,0,5,ACURA,ILX
4S4BSANCXK3256316,2019,SUBARU OUTBACK 25I LIMITED,4,28,4,11,28,10,23,12,33,20,3,2,5,6,3,1,6,SUBARU,OUTBACK
3FADP4AJ8JM144251,2018,FORD FIESTA S,3,15,10,13,25,4,10,19,8,19,22,1,4,4,2,5,1,FORD,FIESTA
1FMCU9GD2JUD59662,2018,FORD ESCAPE SE,1,15,22,12,30,9,16,13,2,19,30,13,5,9,6,6,2,FORD,ESCAPE
3VW4T7AJ2HM320922,2017,VOLKSWAGEN JETTA GLI,3,31,32,4,29,7,10,19,2,17,22,3,2,0,9,2,2,VOLKSWAGEN,JETTA
2T3WFREV6JW514675,2018,TOYOTA RAV4 XLE,2,29,3,32,15,27,14,31,6,19,32,5,1,4,6,7,5,TOYOTA,RAV4
JF2SKACC8KH425454,2019,SUBARU FORESTER 25I TOURING,19,15,2,28,20,10,12,12,8,20,17,4,2,5,4,5,4,SUBARU,FORESTER
1GTV2LEC9GZ189046,2016,GMC SIERRA 1500 BASE,1,16,29,31,2,21,14,12,9,16,35,1,8,9,0,4,6,GMC,SIERRA
1GTG5CEA6G1143249,2016,GMC CANYON SLE,1,16,29,16,5,12,14,10,6,16,1,1,4,3,2,4,9,GMC,CANYON
3FADP4CJ2EM207279,2014,FORD FIESTA TITANIUM,3,15,10,13,25,4,12,19,2,14,22,2,0,7,2,7,9,FORD,FIESTA
JM3KFBCM2J0471061,2018,MAZDA CX5 TOURING,19,22,3,20,15,11,12,22,2,19,0,4,7,1,0,6,1,MAZDA,CX5
5TFUY5F10KX796329,2019,TOYOTA TUNDRA SR,5,29,15,30,34,5,15,1,0,20,33,7,9,6,3,2,9,TOYOTA,TUNDRA
