web-scraper-order,web-scraper-start-url,vinregex,makemodel
"1541787817-237","https://www.cars.com/vehicledetail/detail/754190663/overview/","3VWRW3AL5AM003066","Used 2010 Volkswagen New Beetle 2.5L"
"1541788236-433","https://www.cars.com/vehicledetail/detail/754190464/overview/","JN8AZ2NE2J9192341","Used 2018 INFINITI QX80 Base"
"1541788477-547","https://www.cars.com/vehicledetail/detail/754190350/overview/","1HGCP3F86CA013598","Used 2012 Honda Accord EX-L"
"1541790575-1407","https://www.cars.com/vehicledetail/detail/754189372/overview/","3VV3B7AX4JM016259","Used 2018 Volkswagen Tiguan 2.0T SEL"
"1541788044-346","https://www.cars.com/vehicledetail/detail/754190554/overview/","null","New 2018 Chevrolet Silverado 2500 4WD Standard Box Crew Cab"
"1541788578-593","https://www.cars.com/vehicledetail/detail/754190304/overview/","1GKKRTKD3GJ100375","Used 2016 GMC Acadia Denali"
"1541788263-445","https://www.cars.com/vehicledetail/detail/754190452/overview/","JF2SKAGCXKH421867","New 2019 Subaru Forester 2.5i Touring"
"1541791969-1846","https://www.cars.com/vehicledetail/detail/754188707/overview/","MAJ3S2GE0KC252018","New 2019 Ford EcoSport SE"
"1541788442-530","https://www.cars.com/vehicledetail/detail/754190367/overview/","4T1BF1FK1HU390824","Used 2017 Toyota Camry SE"
"1541787470-83","https://www.cars.com/vehicledetail/detail/754190817/overview/","1HGCV1F30KA002514","New 2019 Honda Sport"
"1541789146-856","https://www.cars.com/vehicledetail/detail/754190040/overview/","1C3EL55R96N181553","Used 2006 Chrysler Sebring Touring"
"1541787661-167","https://www.cars.com/vehicledetail/detail/754190733/overview/","null","New 2017 GMC Acadia SLT1 FWD"
"1541788496-556","https://www.cars.com/vehicledetail/detail/754190341/overview/","null","New 2017 Buick LaCrosse Premium (1SP) AWD"
"1541788927-755","https://www.cars.com/vehicledetail/detail/754190142/overview/","WBXHT3C39J5L33905","New 2018 BMW X1 xDrive28i"
"1541787954-303","https://www.cars.com/vehicledetail/detail/754190597/overview/","null","New 2017 Chevrolet Colorado LT Crew Cab, Short Box"
"1541788664-634","https://www.cars.com/vehicledetail/detail/754190263/overview/","3GKALTEV6KL211568","New 2019 GMC Terrain SLE"
"1541790819-1487","https://www.cars.com/vehicledetail/detail/754189263/overview/","1FT8W3BT4KED28361","New 2019 Ford F-350 XL"
"1541790450-1363","https://www.cars.com/vehicledetail/detail/754189433/overview/","SHHFK7H60KU200496","New 2019 Honda Civic EX"
"1541789712-1104","https://www.cars.com/vehicledetail/detail/754189777/overview/","1N6BD0CTXKN703479","New 2019 Nissan Frontier S"
"1541788778-683","https://www.cars.com/vehicledetail/detail/754190214/overview/","JF2SJABC1HH457837","Used 2017 Subaru Forester 2.5i"
"1541790582-1410","https://www.cars.com/vehicledetail/detail/754189369/overview/","WBAEH734X4B215074","Used 2004 BMW 645 Ci"
"1541788084-363","https://www.cars.com/vehicledetail/detail/754190535/overview/","2G1FG1E39D9168884","Used 2013 Chevrolet Camaro 2LT"
"1541788966-772","https://www.cars.com/vehicledetail/detail/754190125/overview/","1VWAT7A30EC037324","Used 2014 Volkswagen Passat 1.8T Wolfsburg Edition"
"1541787913-284","https://www.cars.com/vehicledetail/detail/754190616/overview/","null","New 2018 Chevrolet Colorado Base/WT Extended Cab"
"1541787686-179","https://www.cars.com/vehicledetail/detail/754190721/overview/","1C6SRFFT8KN719223","New 2019 RAM 1500 Big Horn"
"1541787901-278","https://www.cars.com/vehicledetail/detail/754190622/overview/","null","New 2017 Chevrolet Silverado 1500 SWB, 4WD, Reg Cab Pickup"
"1541790074-1247","https://www.cars.com/vehicledetail/detail/754189606/overview/","JTNKHMBX8K1028592","New 2019 Toyota C-HR"
"1541788432-525","https://www.cars.com/vehicledetail/detail/754190372/overview/","1GTG6EEN2K1157511","New 2019 GMC Canyon Denali"
"1541790304-1311","https://www.cars.com/vehicledetail/detail/754189504/overview/","3GCPCREC2JG562198","New 2018 Chevrolet Silverado 1500 1LT"
"1541790090-1252","https://www.cars.com/vehicledetail/detail/754189600/overview/","5NPE34AF8FH248337","Used 2015 Hyundai Sonata Limited"
"1541791737-1769","https://www.cars.com/vehicledetail/detail/754188819/overview/","4T1BF1FK3HU268028","Used 2017 Toyota Camry"
"1541790527-1389","https://www.cars.com/vehicledetail/detail/754189395/overview/","KM8J33AL5KU847075","New 2019 Hyundai Tucson SE"
"1541788622-614","https://www.cars.com/vehicledetail/detail/754190283/overview/","null","New 2019 Land Rover Range Rover Velar P380 SE R-Dynamic"
"1541788024-336","https://www.cars.com/vehicledetail/detail/754190564/overview/","null","New 2019 Land Rover Range Rover 5.0L V8 Supercharged"
"1541789802-1140","https://www.cars.com/vehicledetail/detail/754189737/overview/","3C4PDDBG1HT618043","Used 2017 Dodge Journey SXT"
"1541788422-520","https://www.cars.com/vehicledetail/detail/754190377/overview/","2T3YFREVXJW501744","New 2018 Toyota RAV4 Limited"
"1541788354-487","https://www.cars.com/vehicledetail/detail/754190410/overview/","SALWR2VF8FA629249","Used 2015 Land Rover Range Rover Sport Supercharged HSE"
"1541791397-1678","https://www.cars.com/vehicledetail/detail/754188987/overview/","1FTEW1E48KFA18798","New 2019 Ford F-150 Lariat"
"1541789612-1064","https://www.cars.com/vehicledetail/detail/754189822/overview/","2GNALBEKXF1163115","Used 2015 Chevrolet Equinox 1LT"
"1541791656-1745","https://www.cars.com/vehicledetail/detail/754188859/overview/","5YFBURHE7KP899501","New 2019 Toyota Corolla SE"
"1541789073-823","https://www.cars.com/vehicledetail/detail/754190073/overview/","null","New 2017 Buick LaCrosse Premium (1SP) AWD"
"1541792041-1876","https://www.cars.com/vehicledetail/detail/754188672/overview/","2LMPJ8LP5KBL17860","New 2019 Lincoln Nautilus Reserve"
"1541789365-957","https://www.cars.com/vehicledetail/detail/754189939/overview/","4JGDF7DE9GA676994","Certified 2016 Mercedes-Benz GL 550"
"1541789369-959","https://www.cars.com/vehicledetail/detail/754189937/overview/","1GYKNERS5JZ226554","Used 2018 Cadillac XT5 Premium Luxury"
"1541787352-27","https://www.cars.com/vehicledetail/detail/754190873/overview/","3GNAXSEV4JL169045","Used 2018 Chevrolet Equinox LT"
"1541791041-1565","https://www.cars.com/vehicledetail/detail/754189158/overview/","JM3KFBCM1J0471133","New 2018 Mazda CX-5 Touring"
"1541787879-267","https://www.cars.com/vehicledetail/detail/754190633/overview/","5FPYK3F78KB021886","New 2019 Honda Ridgeline RTL-E"
"1541790660-1430","https://www.cars.com/vehicledetail/detail/754189335/overview/","null","Used 2004 Ford F-150 FX4 SuperCab"
"1541791215-1628","https://www.cars.com/vehicledetail/detail/754189074/overview/","WDDXJ8FB0GA012078","Used 2016 Mercedes-Benz S 550 4MATIC"
"1541787842-249","https://www.cars.com/vehicledetail/detail/754190651/overview/","null","New 2018 Chevrolet Silverado 1500 4WD Standard Box Double Cab"
"1541789232-896","https://www.cars.com/vehicledetail/detail/754190000/overview/","WBA8A9C5XJAH14807","New 2018 BMW 320 i"
"1541789077-825","https://www.cars.com/vehicledetail/detail/754190071/overview/","null","null"
"1541791526-1709","https://www.cars.com/vehicledetail/detail/754188923/overview/","1GC1KVEG5GF191083","Used 2016 Chevrolet Silverado 2500 LT"
"1541789102-836","https://www.cars.com/vehicledetail/detail/754190060/overview/","3GNCJPSB7KL218046","New 2019 Chevrolet Trax LT"
"1541787667-170","https://www.cars.com/vehicledetail/detail/754190730/overview/","null","New 2017 GMC Acadia SLT1 FWD"
"1541791368-1669","https://www.cars.com/vehicledetail/detail/754189000/overview/","KL8CD6SA8HC735693","Used 2017 Chevrolet Spark 1LT"
"1541789511-1019","https://www.cars.com/vehicledetail/detail/754189871/overview/","3GNCJPSB9KL213852","New 2019 Chevrolet Trax LT"
"1541790364-1334","https://www.cars.com/vehicledetail/detail/754189474/overview/","2GNAXUEV4K6111874","New 2019 Chevrolet Equinox LT"
"1541787788-226","https://www.cars.com/vehicledetail/detail/754190674/overview/","2GCEC190381186218","Used 2008 Chevrolet Silverado 1500 LT"
"1541789538-1030","https://www.cars.com/vehicledetail/detail/754189858/overview/","1VWCT7A3XHC073891","Used 2017 Volkswagen Passat 1.8T SEL Premium"
"1541787446-71","https://www.cars.com/vehicledetail/detail/754190829/overview/","null","New 2018 Toyota Yaris iA Base"
"1541788825-706","https://www.cars.com/vehicledetail/detail/754190191/overview/","JM1BN1U7XH1116447","Used 2017 Mazda Mazda3 Sport"
"1541791359-1668","https://www.cars.com/vehicledetail/detail/754189004/overview/","1GC1KSEY6KF174566","New 2019 Chevrolet Silverado 2500 LT"
"1541788254-441","https://www.cars.com/vehicledetail/detail/754190456/overview/","KNMAT2MV7JP511825","Certified 2018 Nissan Rogue SV"
"1541788768-678","https://www.cars.com/vehicledetail/detail/754190219/overview/","1GCRYCEFXKZ176633","New 2019 Chevrolet Silverado 1500 Custom Trail Boss"
"1541790217-1274","https://www.cars.com/vehicledetail/detail/754189546/overview/","4T1BZ1HK8KU023074","New 2019 Toyota Camry XSE"
"1541791222-1630","https://www.cars.com/vehicledetail/detail/754189071/overview/","4JGDA5HB8JB103573","Used 2018 Mercedes-Benz GLE 350 Base 4MATIC"
"1541787346-24","https://www.cars.com/vehicledetail/detail/754190876/overview/","5N1DR2MM6JC662631","Used 2018 Nissan Pathfinder SV"
"1541788905-744","https://www.cars.com/vehicledetail/detail/754190153/overview/","3LN6L5FC3HR657088","Used 2017 Lincoln MKZ Reserve"
"1541789606-1061","https://www.cars.com/vehicledetail/detail/754189825/overview/","2T3WFREV1JW515569","New 2018 Toyota RAV4 XLE"
"1541789001-789","https://www.cars.com/vehicledetail/detail/754190108/overview/","null","New 2017 Chevrolet Colorado Z71/ZR2 Crew Cab, Short Box"
"1541787634-154","https://www.cars.com/vehicledetail/detail/754190746/overview/","null","New 2018 GMC Acadia Denali FWD"
"1541791478-1701","https://www.cars.com/vehicledetail/detail/754188947/overview/","4JGED6EB3KA136591","New 2019 Mercedes-Benz AMG GLE 43 Coupe 4MATIC"
"1541788335-478","https://www.cars.com/vehicledetail/detail/754190419/overview/","null","New 2019 Subaru Forester Touring"
"1541790132-1262","https://www.cars.com/vehicledetail/detail/754189588/overview/","1D7HG42K64S570878","Used 2004 Dodge Dakota SLT Club Cab"
"1541788970-774","https://www.cars.com/vehicledetail/detail/754190123/overview/","1C6SRFFTXKN719224","New 2019 RAM 1500 Big Horn"
"1541787924-289","https://www.cars.com/vehicledetail/detail/754190611/overview/","4T1B11HKXJU593728","Certified 2018 Toyota Camry SE"
"1541787439-68","https://www.cars.com/vehicledetail/detail/754190832/overview/","KL4CJASB5KB738036","New 2019 Buick Encore Preferred"
"1541787771-218","https://www.cars.com/vehicledetail/detail/754190682/overview/","WDDHF5KB5GB215004","Certified 2016 Mercedes-Benz E 350"
"1541791992-1855","https://www.cars.com/vehicledetail/detail/754188696/overview/","JM3KE4BY1G0712023","Used 2016 Mazda CX-5 Sport"
"1541788560-586","https://www.cars.com/vehicledetail/detail/754190311/overview/","1HGCV1F14KA003681","New 2019 Honda Accord LX"
"1541791137-1600","https://www.cars.com/vehicledetail/detail/754189111/overview/","5TFSX5EN4KX064428","New 2019 Toyota Tacoma SR"
"1541787338-20","https://www.cars.com/vehicledetail/detail/754190880/overview/","null","New 2018 Chevrolet Impala LTZ"
"1541791387-1675","https://www.cars.com/vehicledetail/detail/754188991/overview/","1VWBT7A37FC047631","Used 2015 Volkswagen Passat SE"
"1541791583-1725","https://www.cars.com/vehicledetail/detail/754188895/overview/","JF2SKAJC9KH422534","New 2019 Subaru Forester 2.5i Touring"
"1541790026-1231","https://www.cars.com/vehicledetail/detail/754189628/overview/","3CZRU6H12KG706584","New 2019 Honda HR-V Sport"
"1541788165-399","https://www.cars.com/vehicledetail/detail/754190498/overview/","WBA4Z1C5XKEE51205","New 2019 BMW 430 i"
"1541791376-1672","https://www.cars.com/vehicledetail/detail/754188996/overview/","1FTEX1EP4KFA36724","New 2019 Ford F-150 XL"
"1541789585-1052","https://www.cars.com/vehicledetail/detail/754189835/overview/","null","null"
"1541788377-498","https://www.cars.com/vehicledetail/detail/754190399/overview/","SALWG2RV0KA825560","New 2019 Land Rover Range Rover Sport 3.0L Supercharged SE"
"1541788157-396","https://www.cars.com/vehicledetail/detail/754190501/overview/","null","New 2019 Volkswagen Tiguan 2.0T SE"
"1541787506-100","https://www.cars.com/vehicledetail/detail/754190800/overview/","null","New 2017 GMC Yukon 4WD"
"1541789670-1086","https://www.cars.com/vehicledetail/detail/754189797/overview/","5NPE24AF7HH504537","Used 2017 Hyundai Sonata Base"
"1541789096-833","https://www.cars.com/vehicledetail/detail/754190063/overview/","5UXTR7C55KLF31104","New 2019 BMW X3 sDrive30i"
"1541788871-728","https://www.cars.com/vehicledetail/detail/754190169/overview/","JTHBW1GG1G2103568","Used 2016 Lexus ES 300h Base"
"1541788794-691","https://www.cars.com/vehicledetail/detail/754190206/overview/","3GNAXHEV9KS541201","New 2019 Chevrolet Equinox LS"
"1541791892-1818","https://www.cars.com/vehicledetail/detail/754188745/overview/","3KPC24A38KE056611","New 2019 Hyundai Accent SE"
"1541790302-1310","https://www.cars.com/vehicledetail/detail/754189505/overview/","JN8AZ18W19W204376","Used 2009 Nissan Murano S"
"1541787704-188","https://www.cars.com/vehicledetail/detail/754190712/overview/","1C4HJXEG6KW534358","New 2019 Jeep Wrangler Sahara"
"1541788630-618","https://www.cars.com/vehicledetail/detail/754190279/overview/","null","Used 2009 Chevrolet HHR LS"
"1541790924-1523","https://www.cars.com/vehicledetail/detail/754189213/overview/","2T3RFREV2JW855164","New 2018 Toyota RAV4 XLE"
"1541789847-1159","https://www.cars.com/vehicledetail/detail/754189715/overview/","5NPEC4AB9BH192402","Used 2011 Hyundai Sonata SE"
"1541791117-1593","https://www.cars.com/vehicledetail/detail/754189121/overview/","4T1B31HKXKU509502","New 2019 Toyota Camry LE"
"1541789487-1009","https://www.cars.com/vehicledetail/detail/754189882/overview/","WVGBV7AX2GW028433","Certified 2016 Volkswagen Tiguan S"
"1541791682-1753","https://www.cars.com/vehicledetail/detail/754188846/overview/","3MYDLBYV0KY504675","New 2019 Toyota Yaris Sedan LE"
"1541792023-1868","https://www.cars.com/vehicledetail/detail/754188681/overview/","null","Used 2011 Audi A5 Premium Plus"
"1541788111-375","https://www.cars.com/vehicledetail/detail/754190522/overview/","null","New 2017 Chevrolet Silverado 2500 LWB, 2WD, Double Cab Pickup"
"1541787371-36","https://www.cars.com/vehicledetail/detail/754190864/overview/","null","New 2018 GMC Canyon SLT/Denali Crew Cab, Short Box"
"1541789632-1072","https://www.cars.com/vehicledetail/detail/754189813/overview/","4T3ZK11A09U016738","Used 2009 Toyota Venza Base"
"1541789460-998","https://www.cars.com/vehicledetail/detail/754189895/overview/","1C4HJWEG4HL753761","Used 2017 Jeep Wrangler Unlimited Sahara"
"1541789029-802","https://www.cars.com/vehicledetail/detail/754190094/overview/","KL7CJPSB5KB746661","New 2019 Chevrolet Trax LT"
"1541789930-1193","https://www.cars.com/vehicledetail/detail/754189675/overview/","JTMRFREV4JJ258015","New 2018 Toyota RAV4"
"1541789558-1040","https://www.cars.com/vehicledetail/detail/754189848/overview/","1FADP3J20DL225916","Used 2013 Ford Focus Titanium"
"1541789948-1201","https://www.cars.com/vehicledetail/detail/754189666/overview/","WBAJA7C59KWW07772","New 2019 BMW 530 i xDrive"
"1541790809-1482","https://www.cars.com/vehicledetail/detail/754189268/overview/","5TFCZ5AN5KX171153","New 2019 Toyota Tacoma TRD Off Road"
"1541789678-1089","https://www.cars.com/vehicledetail/detail/754189793/overview/","WDDGF8BB9CR197329","Used 2012 Mercedes-Benz C 300 4Matic"
"1541787521-107","https://www.cars.com/vehicledetail/detail/754190793/overview/","1GCHTBENXK1169546","New 2019 Chevrolet Colorado WT"
"1541787377-39","https://www.cars.com/vehicledetail/detail/754190861/overview/","JF1VA1A6XK9811840","New 2019 Subaru WRX Base"
"1541788169-401","https://www.cars.com/vehicledetail/detail/754190496/overview/","5XYZUDLB6HG472161","Certified 2017 Hyundai Santa Fe Sport 2.4L"
"1541792128-1899","https://www.cars.com/vehicledetail/detail/754188629/overview/","1GYS4HKJ7KR194763","New 2019 Cadillac Escalade ESV Luxury"
"1541788453-535","https://www.cars.com/vehicledetail/detail/754190362/overview/","1FTEW1EF0HKC65671","Used 2017 Ford F-150 XLT"
"1541787860-258","https://www.cars.com/vehicledetail/detail/754190642/overview/","5FNYF6H61KB038581","New 2019 Honda Pilot Touring 8-Passenger"
"1541788373-496","https://www.cars.com/vehicledetail/detail/754190401/overview/","null","null"
"1541787348-25","https://www.cars.com/vehicledetail/detail/754190875/overview/","1G1ZC5E09CF237634","Used 2012 Chevrolet Malibu 1LT"
"1541789204-883","https://www.cars.com/vehicledetail/detail/754190013/overview/","WBS8M9C57J5L71639","New 2018 BMW M3 CS"
"1541790409-1350","https://www.cars.com/vehicledetail/detail/754189452/overview/","5N1AN0NU9AC519514","Used 2010 Nissan Xterra X"
"1541789740-1116","https://www.cars.com/vehicledetail/detail/754189763/overview/","1FA6P0H72G5123499","Used 2016 Ford Fusion SE"
"1541787796-229","https://www.cars.com/vehicledetail/detail/754190671/overview/","1HGCR2F50HA194666","Certified 2017 Honda Accord Sport"
"1541788181-407","https://www.cars.com/vehicledetail/detail/754190490/overview/","5XYZTDLB2JG546006","Certified 2018 Hyundai Santa Fe Sport 2.4L"
"1541791315-1651","https://www.cars.com/vehicledetail/detail/754189026/overview/","3C6UR5HJ5JG367157","New 2018 RAM 2500 Tradesman"
"1541787342-22","https://www.cars.com/vehicledetail/detail/754190878/overview/","null","null"
"1541791029-1560","https://www.cars.com/vehicledetail/detail/754189164/overview/","SALWR2RE9KA829021","New 2019 Land Rover Range Rover Sport Supercharged Dynamic"
"1541789139-853","https://www.cars.com/vehicledetail/detail/754190043/overview/","null","Used 2006 Toyota RAV4 Sport"
